
order_id,order_date,customer,product,category,quantity,price
83,2024-04-06,Lucas,Notebook,Eletrônicos,1,1680.11
84,2024-12-27,Carlos,Mesa,Móveis,4,2467.33
85,2023-09-09,Ana,Mesa,Móveis,2,4647.37
86,2024-12-02,Fernanda,Mesa,Móveis,2,2381.99
87,2023-10-23,Fernanda,Notebook,Eletrônicos,4,4982.94
88,2024-12-25,Lucas,Teclado,Eletrônicos,4,827.16
89,2024-12-20,Lucas,Notebook,Eletrônicos,1,3559.22
90,2023-12-04,Ana,Mesa,Móveis,4,3280.46
91,2023-02-22,Carlos,Teclado,Eletrônicos,4,4367.91
92,2023-08-05,Pedro,Teclado,Eletrônicos,3,507.59
93,2023-07-07,Carlos,Mouse,Eletrônicos,1,1437.02
94,2024-01-15,Maria,Headset,Eletrônicos,1,704.29
95,2024-05-07,João,Cadeira,Móveis,2,4668.82
96,2023-02-10,João,Headset,Eletrônicos,4,2161.84
97,2023-06-06,Lucas,Mesa,Móveis,3,4554.83
98,2023-01-15,Pedro,Cadeira,Móveis,2,1507.31
99,2023-03-06,Carlos,Mouse,Eletrônicos,3,675.52
100,2024-06-04,Lucas,Cadeira,Móveis,1,1517.86
101,2023-12-10,Ana,Mesa,Móveis,4,3006.01
102,2023-05-09,Lucas,Mouse,Eletrônicos,3,4233.9
103,2024-10-09,Ana,Cadeira,Móveis,2,1957.68
104,2024-04-16,Ana,Notebook,Eletrônicos,1,4578.3
105,2023-03-04,Maria,Teclado,Eletrônicos,3,1258.95
106,2023-05-19,Maria,Headset,Eletrônicos,3,3483.03
107,2024-05-13,Ana,Mouse,Eletrônicos,2,3691.78
108,2024-08-15,Juliana,Notebook,Eletrônicos,3,1406.12
109,2024-01-27,Pedro,Mesa,Móveis,1,183.5
110,2024-11-05,Maria,Teclado,Eletrônicos,3,1857.92
111,2024-02-23,Maria,Headset,Eletrônicos,4,273.72
112,2023-10-16,João,Mouse,Eletrônicos,4,4508.73
113,2024-01-14,Lucas,Teclado,Eletrônicos,2,4769.95
114,2024-05-04,João,Monitor,Eletrônicos,4,3690.13
115,2023-08-19,Pedro,Monitor,Eletrônicos,4,3647.09
116,2023-02-10,Maria,Mouse,Eletrônicos,3,1242.42
117,2023-01-28,Fernanda,Mouse,Eletrônicos,1,415.93
118,2023-05-15,Juliana,Cadeira,Móveis,1,4020.42
119,2023-07-20,Maria,Teclado,Eletrônicos,3,2817.85
120,2023-02-02,Carlos,Monitor,Eletrônicos,4,3424.06
121,2023-02-17,Pedro,Headset,Eletrônicos,3,3909.22
122,2024-05-17,Fernanda,Monitor,Eletrônicos,4,2076.7
123,2024-02-11,Lucas,Teclado,Eletrônicos,4,765.51
124,2024-07-27,Lucas,Monitor,Eletrônicos,4,3985.43
125,2024-12-28,Fernanda,Headset,Eletrônicos,1,2296.14
126,2023-04-09,Lucas,Notebook,Eletrônicos,2,4143.27
127,2024-11-14,Juliana,Monitor,Eletrônicos,1,2216.61
128,2024-12-26,Fernanda,Monitor,Eletrônicos,4,1124.23
129,2024-06-30,Pedro,Mesa,Móveis,3,896.47
130,2024-09-04,Fernanda,Notebook,Eletrônicos,3,3732.41
131,2024-04-06,Fernanda,Cadeira,Móveis,4,2895.7
132,2024-10-04,Carlos,Mouse,Eletrônicos,2,2052.78
133,2023-01-05,Carlos,Headset,Eletrônicos,1,2485.98
134,2023-08-06,João,Monitor,Eletrônicos,1,2770.71
135,2024-05-17,Pedro,Headset,Eletrônicos,4,1235.11
136,2024-02-02,Pedro,Cadeira,Móveis,4,1921.92
137,2024-01-28,Carlos,Cadeira,Móveis,2,1497.44
138,2023-07-26,Ana,Notebook,Eletrônicos,1,1972.7
139,2023-01-15,Ana,Headset,Eletrônicos,2,2527.78
140,2024-07-07,João,Mouse,Eletrônicos,1,908.12
141,2024-04-05,Juliana,Mesa,Móveis,2,1997.9
142,2024-11-21,Ana,Cadeira,Móveis,2,1958.2
143,2024-07-28,Ana,Mesa,Móveis,2,1465.72
144,2023-08-29,Ana,Mouse,Eletrônicos,3,4992.56
145,2024-07-17,Juliana,Mouse,Eletrônicos,3,414.46
146,2023-04-06,Maria,Notebook,Eletrônicos,3,3232.61
147,2024-04-29,João,Headset,Eletrônicos,1,913.47
148,2024-02-11,Carlos,Teclado,Eletrônicos,2,4205.64
149,2023-08-19,Ana,Headset,Eletrônicos,4,4575.27
150,2024-10-16,Lucas,Monitor,Eletrônicos,4,2037.32
151,2023-06-20,Fernanda,Notebook,Eletrônicos,1,4126.22
152,2024-06-24,Maria,Headset,Eletrônicos,1,1287.05
153,2023-02-05,Juliana,Mesa,Móveis,4,743.34
154,2024-06-08,Juliana,Headset,Eletrônicos,2,1613.6
155,2023-06-09,Juliana,Notebook,Eletrônicos,3,1741.29
156,2024-11-29,Ana,Mouse,Eletrônicos,1,2016.92
157,2023-08-31,Fernanda,Cadeira,Móveis,1,1896.15
158,2023-03-27,Fernanda,Monitor,Eletrônicos,1,2085.17
159,2024-07-31,Maria,Monitor,Eletrônicos,4,3564.67
160,2024-11-12,João,Teclado,Eletrônicos,3,1265.62
161,2024-07-10,Juliana,Mouse,Eletrônicos,2,141.95
162,2024-07-27,Lucas,Monitor,Eletrônicos,2,2473.92
163,2024-10-07,Lucas,Monitor,Eletrônicos,4,2269.04
164,2023-01-28,Lucas,Cadeira,Móveis,1,347.32
165,2024-09-11,Juliana,Mesa,Móveis,4,712.32
166,2024-07-09,Ana,Mesa,Móveis,4,2574.11
167,2023-12-06,Maria,Mesa,Móveis,2,1212.02
168,2023-11-27,Juliana,Notebook,Eletrônicos,3,4394.11
169,2024-10-01,Lucas,Mesa,Móveis,2,907.8
170,2024-05-20,Fernanda,Mesa,Móveis,4,149.61
171,2023-12-14,Juliana,Notebook,Eletrônicos,4,2265.44
172,2024-04-17,Fernanda,Cadeira,Móveis,1,4931.51
173,2023-08-19,Pedro,Mouse,Eletrônicos,1,3187.67
174,2023-07-09,Juliana,Monitor,Eletrônicos,4,1802.45
175,2023-08-13,Pedro,Teclado,Eletrônicos,2,133.5
176,2024-01-20,Maria,Monitor,Eletrônicos,1,2450.49
177,2024-01-12,Juliana,Mesa,Móveis,3,1072.01
178,2023-10-10,Ana,Mesa,Móveis,3,3256.38
179,2024-09-24,Ana,Headset,Eletrônicos,4,2935.89
180,2024-09-19,João,Monitor,Eletrônicos,3,1362.81
181,2023-09-16,João,Monitor,Eletrônicos,3,390.97
182,2023-12-25,Lucas,Headset,Eletrônicos,1,3787.35
183,2024-12-10,Carlos,Mesa,Móveis,1,2948.05
184,2024-03-31,Fernanda,Notebook,Eletrônicos,2,4218.52
185,2024-02-15,João,Notebook,Eletrônicos,1,1336.01
186,2024-10-10,Ana,Notebook,Eletrônicos,2,3281.67
187,2023-11-14,Fernanda,Teclado,Eletrônicos,1,637.47
188,2024-11-07,Carlos,Mouse,Eletrônicos,4,1494.46
189,2023-08-13,João,Mesa,Móveis,2,3299.87
190,2023-08-22,Maria,Cadeira,Móveis,4,4136.63
191,2024-11-14,Pedro,Monitor,Eletrônicos,2,1638.58
192,2024-10-25,João,Monitor,Eletrônicos,3,4004.33
193,2024-01-09,Juliana,Mesa,Móveis,2,3404.87
194,2024-11-02,João,Mesa,Móveis,2,1775.94
195,2024-08-30,Juliana,Mesa,Móveis,2,4388.16
196,2024-04-16,Maria,Monitor,Eletrônicos,2,2570.68
197,2023-08-21,Ana,Headset,Eletrônicos,2,3258.82
198,2024-11-22,Lucas,Mesa,Móveis,3,2503.38
199,2023-04-23,Maria,Monitor,Eletrônicos,2,2290.96
200,2024-05-11,Lucas,Mouse,Eletrônicos,4,4247.49
201,2024-03-17,João,Cadeira,Móveis,2,1508.79
202,2024-07-17,Ana,Notebook,Eletrônicos,2,231.31
203,2023-09-25,Carlos,Headset,Eletrônicos,4,4404.92
204,2024-05-24,João,Cadeira,Móveis,1,4133.87
205,2024-01-21,Maria,Mesa,Móveis,1,1864.47
206,2024-01-22,Carlos,Cadeira,Móveis,3,967.98
207,2023-04-23,Pedro,Mesa,Móveis,2,3393.89
208,2024-09-04,Carlos,Cadeira,Móveis,2,439.87
209,2024-09-16,Maria,Teclado,Eletrônicos,1,2147.59
210,2023-03-22,Fernanda,Cadeira,Móveis,2,475.02
211,2024-11-29,Carlos,Notebook,Eletrônicos,3,3009.65
212,2023-04-23,Maria,Notebook,Eletrônicos,4,184.68
213,2023-01-02,Fernanda,Headset,Eletrônicos,2,3164.73
214,2024-10-03,João,Cadeira,Móveis,4,3382.37
215,2023-08-08,Fernanda,Monitor,Eletrônicos,3,2461.37
216,2024-07-19,Ana,Monitor,Eletrônicos,1,916.29
217,2023-08-13,Pedro,Monitor,Eletrônicos,3,551.9
218,2024-01-20,Fernanda,Cadeira,Móveis,3,1600.8
219,2024-02-07,Ana,Monitor,Eletrônicos,3,2352.77
220,2024-09-29,Ana,Mouse,Eletrônicos,3,3228.93
221,2023-05-10,Ana,Cadeira,Móveis,4,56.19
222,2023-02-22,Fernanda,Notebook,Eletrônicos,3,3569.77
223,2024-11-14,Maria,Headset,Eletrônicos,3,3577.92
224,2024-12-30,Juliana,Monitor,Eletrônicos,3,2250.46
225,2024-11-02,Maria,Teclado,Eletrônicos,3,1749.86
226,2024-12-10,Pedro,Monitor,Eletrônicos,4,4219.43
227,2024-02-20,Maria,Notebook,Eletrônicos,3,3933.71
228,2023-09-04,Lucas,Mouse,Eletrônicos,1,4917.22
229,2024-03-14,Maria,Cadeira,Móveis,3,1891.06
230,2023-07-22,Maria,Monitor,Eletrônicos,3,4538.82
231,2023-07-03,Maria,Teclado,Eletrônicos,2,482.64
232,2023-05-03,João,Headset,Eletrônicos,2,2086.76
233,2024-02-05,Pedro,Notebook,Eletrônicos,2,2353.6
234,2023-10-21,Lucas,Headset,Eletrônicos,3,2232.33
235,2023-10-07,Maria,Headset,Eletrônicos,1,3144.24
236,2024-09-01,Juliana,Teclado,Eletrônicos,1,892.53
237,2023-07-17,Pedro,Mesa,Móveis,2,4338.94
238,2024-05-25,Carlos,Notebook,Eletrônicos,2,2781.23
239,2023-05-24,João,Mesa,Móveis,3,4525.84
240,2024-08-31,Fernanda,Teclado,Eletrônicos,1,63.03
241,2023-07-20,Juliana,Cadeira,Móveis,1,3168.44
242,2023-05-04,Maria,Cadeira,Móveis,2,2091.67
243,2023-07-06,Juliana,Cadeira,Móveis,1,2550.24
244,2023-11-22,Lucas,Headset,Eletrônicos,2,3731.83
245,2024-04-08,João,Mesa,Móveis,2,1174.4
246,2023-12-15,Lucas,Headset,Eletrônicos,4,1064.25
247,2024-10-21,Fernanda,Cadeira,Móveis,4,3529.89
248,2024-02-07,Fernanda,Headset,Eletrônicos,3,2630.76
249,2023-12-12,Juliana,Mouse,Eletrônicos,2,1206.51
250,2024-05-25,João,Notebook,Eletrônicos,3,2445.89
251,2023-05-27,Carlos,Notebook,Eletrônicos,4,2324.81
252,2023-05-28,Juliana,Headset,Eletrônicos,1,3472.65
253,2024-12-11,Pedro,Teclado,Eletrônicos,4,63.17
254,2024-05-03,João,Monitor,Eletrônicos,4,2954.46
255,2024-10-01,Ana,Mesa,Móveis,4,3048.11
256,2024-07-04,Fernanda,Notebook,Eletrônicos,1,3740.28
257,2023-12-04,Carlos,Headset,Eletrônicos,4,4451.69
258,2024-10-02,Juliana,Mesa,Móveis,2,2228.94
259,2024-04-17,Fernanda,Teclado,Eletrônicos,2,1745.48
260,2023-05-31,Ana,Cadeira,Móveis,4,556.49
261,2024-02-19,Carlos,Monitor,Eletrônicos,3,1717.34
262,2023-10-25,Fernanda,Teclado,Eletrônicos,3,389.0
263,2024-09-02,Ana,Mouse,Eletrônicos,1,4023.96
264,2023-09-20,Ana,Cadeira,Móveis,1,4044.68
265,2023-05-24,Fernanda,Cadeira,Móveis,2,2115.33
266,2023-12-12,Juliana,Cadeira,Móveis,2,1335.22
267,2024-09-15,Fernanda,Teclado,Eletrônicos,4,634.2
268,2024-07-25,Lucas,Mouse,Eletrônicos,3,4263.62
269,2023-01-02,João,Monitor,Eletrônicos,2,4393.6
270,2023-10-31,João,Mesa,Móveis,3,1368.13
271,2023-09-11,Carlos,Teclado,Eletrônicos,1,3127.71
272,2024-10-13,Pedro,Notebook,Eletrônicos,1,1330.34
273,2024-03-28,Fernanda,Notebook,Eletrônicos,4,1164.38
274,2023-02-06,Juliana,Teclado,Eletrônicos,4,154.98
275,2023-06-09,Lucas,Mesa,Móveis,2,2906.94
276,2023-01-09,João,Notebook,Eletrônicos,3,792.21
277,2023-08-21,João,Mesa,Móveis,2,111.24
278,2023-04-09,Juliana,Cadeira,Móveis,2,569.01
279,2024-10-20,Lucas,Teclado,Eletrônicos,3,1603.16
280,2023-07-27,Maria,Cadeira,Móveis,2,3362.36
281,2023-05-11,Lucas,Notebook,Eletrônicos,4,1052.98
282,2024-02-08,Juliana,Mesa,Móveis,3,4443.57
283,2023-06-01,João,Cadeira,Móveis,3,1478.02
284,2023-02-23,Pedro,Notebook,Eletrônicos,2,1689.57
285,2023-04-30,Maria,Headset,Eletrônicos,3,1128.99
286,2024-11-03,Juliana,Mouse,Eletrônicos,4,1306.34
287,2024-09-19,Juliana,Cadeira,Móveis,4,416.97
288,2024-08-09,Ana,Mouse,Eletrônicos,1,1509.11
289,2024-09-16,Lucas,Mouse,Eletrônicos,1,4305.11
290,2024-02-24,Ana,Monitor,Eletrônicos,1,3457.7
291,2024-02-26,Maria,Notebook,Eletrônicos,1,4382.58
292,2023-04-14,Maria,Teclado,Eletrônicos,2,569.05
293,2023-09-11,Maria,Mesa,Móveis,1,2305.3
294,2023-08-15,Carlos,Headset,Eletrônicos,1,1184.81
295,2023-04-22,Lucas,Notebook,Eletrônicos,1,3620.02
296,2024-05-24,Juliana,Monitor,Eletrônicos,1,4852.68
297,2024-04-17,Fernanda,Monitor,Eletrônicos,2,4086.03
298,2023-04-09,Pedro,Headset,Eletrônicos,1,224.63
299,2023-06-02,Pedro,Cadeira,Móveis,3,1617.47
300,2023-12-04,Juliana,Mesa,Móveis,4,191.47
301,2024-12-06,Ana,Monitor,Eletrônicos,3,248.83
302,2023-06-12,Juliana,Teclado,Eletrônicos,2,443.6
303,2024-12-20,Ana,Notebook,Eletrônicos,2,1417.82
304,2024-11-11,Fernanda,Teclado,Eletrônicos,2,1555.8
305,2023-06-10,Ana,Cadeira,Móveis,4,2032.24
306,2024-08-02,Lucas,Notebook,Eletrônicos,1,2054.41
307,2024-02-02,João,Cadeira,Móveis,2,3868.47
308,2023-10-04,Ana,Mesa,Móveis,1,749.95
309,2024-05-18,Maria,Mesa,Móveis,2,830.82
310,2024-01-27,Ana,Teclado,Eletrônicos,4,3151.62
311,2023-05-15,Maria,Teclado,Eletrônicos,3,2880.12
312,2023-07-14,Carlos,Mesa,Móveis,3,812.32
313,2024-02-05,João,Mouse,Eletrônicos,4,4268.71
314,2024-10-01,João,Mesa,Móveis,1,1678.84
315,2023-02-02,Fernanda,Headset,Eletrônicos,2,1866.49
316,2024-11-18,Lucas,Notebook,Eletrônicos,3,2131.28
317,2024-04-04,Juliana,Headset,Eletrônicos,4,1647.37
318,2024-04-14,Lucas,Cadeira,Móveis,1,2809.4
319,2024-01-10,Pedro,Mesa,Móveis,3,1973.81
320,2023-01-22,Carlos,Mesa,Móveis,4,1334.2
321,2024-10-31,Fernanda,Monitor,Eletrônicos,2,4527.15
322,2023-02-07,Lucas,Cadeira,Móveis,4,1576.34
323,2023-08-18,Maria,Monitor,Eletrônicos,1,3507.52
324,2023-12-31,Carlos,Cadeira,Móveis,3,1768.77
325,2024-07-16,João,Headset,Eletrônicos,2,2204.34
326,2024-03-13,Juliana,Notebook,Eletrônicos,1,1217.92
327,2023-10-10,Juliana,Cadeira,Móveis,4,3774.03
328,2023-01-27,Maria,Teclado,Eletrônicos,3,3699.16
329,2023-08-14,Fernanda,Mesa,Móveis,3,160.09
330,2023-10-04,Fernanda,Cadeira,Móveis,1,347.96
331,2024-08-31,Carlos,Notebook,Eletrônicos,2,4615.76
332,2023-10-11,João,Cadeira,Móveis,1,4449.69
333,2024-04-25,Lucas,Mesa,Móveis,3,2555.13
334,2024-03-28,Maria,Mouse,Eletrônicos,3,2492.12
335,2024-10-20,Maria,Cadeira,Móveis,3,4071.5
336,2024-05-30,João,Teclado,Eletrônicos,2,735.33
337,2024-06-30,Maria,Mesa,Móveis,3,3285.81
338,2023-07-11,Juliana,Notebook,Eletrônicos,3,2406.12
339,2023-02-18,Lucas,Headset,Eletrônicos,1,3729.49
340,2024-05-26,Lucas,Headset,Eletrônicos,3,199.01
341,2023-01-17,Lucas,Mesa,Móveis,4,2983.99
342,2023-06-21,João,Monitor,Eletrônicos,1,2805.8
343,2023-08-08,Ana,Mouse,Eletrônicos,3,4212.2
344,2023-06-07,Ana,Notebook,Eletrônicos,1,3400.34
345,2024-04-21,Fernanda,Mouse,Eletrônicos,1,4406.79
346,2023-02-15,Fernanda,Headset,Eletrônicos,4,4442.0
347,2024-01-08,Juliana,Mouse,Eletrônicos,1,2070.41
348,2024-06-01,Maria,Teclado,Eletrônicos,1,730.3
349,2023-04-09,Lucas,Headset,Eletrônicos,2,3169.9
350,2023-02-06,Maria,Cadeira,Móveis,3,4375.04
351,2023-10-07,João,Teclado,Eletrônicos,2,421.02
352,2023-12-15,Maria,Teclado,Eletrônicos,3,2811.72
353,2024-05-11,Pedro,Monitor,Eletrônicos,1,619.25
354,2023-10-29,Ana,Teclado,Eletrônicos,3,183.63
355,2023-06-30,Maria,Notebook,Eletrônicos,1,3414.2
356,2024-08-29,Maria,Cadeira,Móveis,3,3425.16
357,2023-04-09,Carlos,Cadeira,Móveis,1,3023.26
358,2024-11-30,Juliana,Headset,Eletrônicos,3,4303.15
359,2023-04-26,Maria,Notebook,Eletrônicos,3,450.34
360,2023-07-10,Pedro,Teclado,Eletrônicos,3,571.04
361,2023-09-10,Ana,Teclado,Eletrônicos,1,4329.45
362,2023-06-10,Carlos,Mouse,Eletrônicos,3,2541.22
363,2023-09-13,Juliana,Headset,Eletrônicos,1,1401.61
364,2023-11-19,João,Headset,Eletrônicos,2,3703.88
365,2023-05-08,Fernanda,Mouse,Eletrônicos,3,4477.3
366,2023-01-18,João,Monitor,Eletrônicos,4,3463.54
367,2024-07-19,Ana,Mesa,Móveis,4,3970.07
368,2024-07-23,Fernanda,Mouse,Eletrônicos,1,1448.36
369,2023-11-19,João,Cadeira,Móveis,4,1479.44
370,2024-11-16,Juliana,Notebook,Eletrônicos,1,4327.41
371,2024-09-17,Pedro,Teclado,Eletrônicos,1,3093.57
372,2023-10-15,Maria,Mesa,Móveis,4,1209.11
373,2024-10-24,Ana,Mouse,Eletrônicos,4,2644.6
374,2024-09-30,Fernanda,Headset,Eletrônicos,2,3445.01
375,2023-06-04,Carlos,Mesa,Móveis,1,1131.82
376,2024-05-04,Maria,Notebook,Eletrônicos,4,3291.79
377,2024-01-21,João,Notebook,Eletrônicos,2,258.62
378,2023-04-14,João,Headset,Eletrônicos,2,1553.27
379,2024-01-28,Carlos,Mesa,Móveis,1,3386.16
380,2023-09-03,Pedro,Mesa,Móveis,3,789.28
381,2023-06-25,Juliana,Monitor,Eletrônicos,4,1149.89
382,2023-02-08,Juliana,Mesa,Móveis,4,4401.51
383,2024-04-21,Carlos,Teclado,Eletrônicos,4,3387.89
384,2024-11-12,Ana,Cadeira,Móveis,4,2519.65
385,2024-06-21,Carlos,Mouse,Eletrônicos,4,1093.92
386,2024-02-12,João,Headset,Eletrônicos,4,1739.98
387,2024-06-08,Pedro,Mouse,Eletrônicos,2,2892.94
388,2024-05-20,Pedro,Mouse,Eletrônicos,1,818.8
389,2023-02-05,Lucas,Mesa,Móveis,2,2434.63
390,2024-11-15,Carlos,Headset,Eletrônicos,4,2074.42
391,2023-01-20,Ana,Mesa,Móveis,1,2409.6
392,2023-11-17,João,Monitor,Eletrônicos,4,572.53
393,2024-05-26,Maria,Mesa,Móveis,1,577.16
394,2024-02-04,Juliana,Monitor,Eletrônicos,2,4822.35
395,2024-10-15,Juliana,Monitor,Eletrônicos,1,4897.87
396,2024-04-15,Juliana,Teclado,Eletrônicos,2,2159.52
397,2023-05-23,Pedro,Teclado,Eletrônicos,4,3955.53
398,2023-04-02,Juliana,Teclado,Eletrônicos,1,3296.17
399,2023-12-20,Carlos,Teclado,Eletrônicos,3,628.74
400,2024-12-27,Lucas,Notebook,Eletrônicos,3,1518.56
401,2023-02-20,Ana,Teclado,Eletrônicos,2,1602.57
402,2024-10-26,Ana,Teclado,Eletrônicos,2,2999.08
403,2024-11-28,Fernanda,Teclado,Eletrônicos,2,2920.88
404,2024-07-28,Juliana,Monitor,Eletrônicos,2,4621.37
405,2023-07-09,João,Mouse,Eletrônicos,4,3960.68
406,2023-05-05,Pedro,Headset,Eletrônicos,3,4291.4
407,2023-05-30,João,Mouse,Eletrônicos,2,4461.58
408,2023-11-10,Juliana,Mouse,Eletrônicos,1,4016.32
409,2024-07-23,Lucas,Cadeira,Móveis,1,1697.76
410,2023-12-08,Maria,Notebook,Eletrônicos,4,1114.31
411,2023-11-01,Juliana,Monitor,Eletrônicos,2,2880.25
412,2024-11-22,Maria,Mesa,Móveis,1,3463.36
413,2024-11-12,Maria,Monitor,Eletrônicos,2,1963.51
414,2023-02-23,Ana,Teclado,Eletrônicos,1,4249.28
415,2024-03-19,Pedro,Mouse,Eletrônicos,4,4804.8
416,2024-09-04,Juliana,Monitor,Eletrônicos,1,2868.51
417,2023-09-21,João,Notebook,Eletrônicos,2,2310.13
418,2023-02-22,João,Teclado,Eletrônicos,2,4222.29
419,2024-07-25,Lucas,Cadeira,Móveis,4,170.13
420,2024-09-11,Maria,Mesa,Móveis,3,688.61
421,2023-01-05,Pedro,Teclado,Eletrônicos,2,4236.01
422,2023-04-13,Pedro,Headset,Eletrônicos,3,3673.54
423,2023-07-15,Lucas,Mesa,Móveis,2,2109.88
424,2023-12-16,Carlos,Monitor,Eletrônicos,4,4449.82
425,2023-02-16,Pedro,Teclado,Eletrônicos,1,1789.72
426,2024-10-17,Pedro,Cadeira,Móveis,3,3187.53
427,2023-09-26,João,Monitor,Eletrônicos,1,3189.96
428,2024-01-05,Lucas,Notebook,Eletrônicos,4,962.44
429,2024-09-27,Juliana,Mesa,Móveis,4,1460.02
430,2023-04-16,Pedro,Mesa,Móveis,4,4584.23
431,2024-10-31,Pedro,Notebook,Eletrônicos,2,957.9
432,2024-10-20,João,Headset,Eletrônicos,2,909.19
